iter	RMSE
156	0.0004223823998
157	0.0004146335633
158	0.0004012166318
159	0.0003887500264
160	0.0003724267098
161	0.0003714958427
162	0.0003597880913
163	0.0003592585068
164	0.0003462294197
165	0.0003403212383
166	0.0003259628827
167	0.0003113548449
168	0.0003090283241
169	0.0003024471381
170	0.0002953209288
171	0.0002842295244
172	0.0002828425928
173	0.0002766582905
174	0.0002702339972
175	0.0002607354166
176	0.0002553969095
177	0.0002511374913
178	0.0002463428177
179	0.0002416146925
180	0.0002326370471
181	0.0002279797853
182	0.0002180017971
183	0.0002139841119
184	0.0002137463345
185	0.0002039628617
186	0.0001986244118
187	0.0001963720131
188	0.0001910488493
189	0.0001798150166
190	0.0001784698717
191	0.0001711007592
192	0.0001645640015
193	0.0001632043493
194	0.0001582739767
195	0.0001560258592
196	0.0001522860298
197	0.0001477345542
198	0.000147163246
199	0.0001467572691
200	0.0001426947038
201	0.0001368777561
202	0.0001334733645
203	0.0001279374612
204	0.000124790313
205	0.0001207647081
206	0.0001143027905
207	0.0001080849534
208	0.0001037664704
209	9.959189132e-05
210	9.908659298e-05
211	9.542400494e-05
212	9.49233156e-05
213	9.197125073e-05
214	8.899774619e-05
215	8.641355878e-05
216	8.320924894e-05
217	7.925656414e-05
218	7.781160039e-05
219	7.463607606e-05
220	7.130966862e-05
221	6.92803495e-05
222	6.763816899e-05
223	6.44456008e-05
224	6.201304187e-05
225	5.977507954e-05
226	5.928346312e-05
227	5.687665225e-05
228	5.591588155e-05
229	5.468483662e-05
230	5.330747737e-05
231	5.158534214e-05
232	5.12665413e-05
233	4.917439928e-05
234	4.860342277e-05
235	4.71078147e-05
236	4.499287542e-05
237	4.255521038e-05
238	4.182755143e-05
239	4.098607101e-05
240	4.091908208e-05
241	3.956700676e-05
242	3.952235799e-05
243	3.906099285e-05
244	3.843559505e-05
245	3.770838241e-05
246	3.742876234e-05
247	3.637764225e-05
248	3.526218226e-05
249	3.423245724e-05
250	3.211658138e-05
251	3.202966768e-05
252	3.117604187e-05
253	2.989275102e-05
254	2.857519646e-05
255	2.743062836e-05
256	2.739550712e-05
257	2.668351559e-05
258	2.591131116e-05
259	2.455940544e-05
260	2.364152002e-05
261	2.292309343e-05
262	2.211823393e-05
263	2.108256241e-05
264	2.065379888e-05
265	2.054809983e-05
266	1.99015224e-05
267	1.980220677e-05
268	1.912315149e-05
269	1.805846302e-05
270	1.776622864e-05
271	1.732256033e-05
272	1.671615998e-05
273	1.591774674e-05
274	1.53664041e-05
275	1.489809047e-05
276	1.45714299e-05
277	1.375646287e-05
278	1.330864743e-05
279	1.326786135e-05
280	1.283192679e-05
281	1.28172647e-05
282	1.268309335e-05
283	1.237021527e-05
284	1.17104673e-05
285	1.110344528e-05
286	1.108355455e-05
287	1.092743543e-05
288	1.067066496e-05
289	1.056043407e-05
290	1.041624452e-05
291	1.031794394e-05
292	9.83828878e-06
293	9.710517842e-06
294	9.584852735e-06
295	9.195648077e-06
296	9.04866069e-06
297	8.602484215e-06
298	8.256521003e-06
299	7.950737709e-06
300	7.673216977e-06
301	7.599746153e-06
302	7.45655965e-06
303	7.232453414e-06
304	6.96621022e-06
305	6.947810865e-06
306	6.440227225e-06
307	6.432060236e-06
308	6.276903278e-06
309	6.154488952e-06
310	6.083492471e-06
311	6.040241372e-06
312	5.711067356e-06
313	5.631778037e-06
314	5.443597701e-06
315	5.431117593e-06
316	5.29628396e-06
317	5.118727904e-06
318	5.065322633e-06
319	4.854762154e-06
320	4.849911364e-06
321	4.545244503e-06
322	4.475968024e-06
323	4.301852231e-06
324	4.161198483e-06
325	4.011672591e-06
326	3.794167263e-06
327	3.614138234e-06
328	3.55356917e-06
329	3.462715911e-06
330	3.420347118e-06
331	3.348886822e-06
332	3.259778827e-06
333	3.166630337e-06
334	3.10886755360	0.335	3.090179551e-06
336	3.0306362	0.0059337	2.950363	0.00586338	2.78364	0.005834045047
365	0.0058294340	2.366	0.00578984341	2367	0.0057860784
368	0.005760410194
369	0.005752428818
370	0.005694467221
371	0.005691860761
372	0.005642444474
373	0.005605516229
374	0.005548655832
375	0.005526182994
376	0.005476887999
377	0.005473569273
378	0.005438301084
379	0.005366797564
380	0.005326729612
381	0.0052694797638382	0.005263606389	383	0.0052586390	0.384	0.00520391	0.02485438831
392	0.02468904263
393	0.02458992212
394	0.02457015207
395	0.02444867131
396	0.02434954484
397	0.02431496766
398	0.02422399669
399	0.02411136029
400	0.02403429463
401	0.02401882726
402	0.02394491614
403	0.02376530799
404	0.02368119449
405	0.02362245703
406	0.02344478036
407	0.02333800404
408	0.0231952646
409	0.02299775918
410	0.02290857775
411	0.02281463821
412	0.02271236447
413	0.0226533077
414	0.02251347872
415	0.02250556516
416	0.02237434914
417	0.022242816
418	0.0221146431
419	0.02197304017
420	0.02189417029
421	0.02178076262
422	0.02164477185
423	0.02161094351
424	0.02142545413
425	0.02134791139
426	0.02117697393
427	0.02105623966
428	0.02094002499
429	0.02082296119
430	0.02072754481
431	0.02062246351
432	0.02061352371
433	0.02044818588
434	0.02041437752
435	0.02028642891
436	0.02014870704
437	0.02005156582
438	0.02004093643
439	0.01991001889
440	0.01980556657
441	0.01969572816
442	0.01957834712
443	0.01949502241
444	0.01948613296
445	0.01935980922
446	0.01934273895
447	0.01931125166
448	0.01925798508
449	0.01916222389
450	0.01915664688
451	0.01909408282
452	0.01899662192
453	0.01898857797
454	0.01888668821
455	0.01888095518
456	0.01883407036
457	0.01874859388
458	0.01867460264
459	0.01858652933
460	0.01855656532
461	0.01853823499
462	0.01853234091
463	0.01846283214
464	0.01835679036
465	0.01832167755
466	0.01819597934
467	0.01814993967
468	0.01808409146
469	0.01805233848
470	0.01798506637
471	0.0179027606
472	0.01788774331
473	0.01783305815
474	0.01776437116
475	0.01768686239
476	0.01758732302
477	0.0175196921
478	0.01751245731
479	0.01750181344
480	0.01749532225
481	0.01739748459
482	0.01734127462
483	0.01730482179
484	0.01726597489
485	0.01720388887
486	0.01715246677
487	0.01705311564
488	0.0170385832
489	0.01693156925
490	0.0168259008
491	0.01675553392
492	0.01674346278
493	0.01673572435
494	0.01669096589
495	0.01663872027
496	0.01663367486
497	0.01652125452
498	0.01646850577
499	0.01646437713
500	0.01643269545
501	0.01633179293
502	0.01625817177
503	0.01619384101
504	0.01612390844
505	0.01609320107
506	0.01599675492
507	0.01590658534
508	0.01585159437
509	0.01584356339
510	0.01582444362
511	0.01577638893
512	0.01571673006
513	0.01564335069
514	0.01556133571
515	0.01547566541
516	0.015371991
517	0.01528271325
518	0.01521988128
519	0.01517641346
520	0.01511944244
521	0.01505470967
522	0.01504532372
523	0.01496912985
524	0.01493523332
525	0.01483662187
526	0.01482510243
527	0.01477003037
528	0.01473318043
529	0.01467478533
530	0.014591874
531	0.01454691287
532	0.01452263878
533	0.01445773491
534	0.01442917906
535	0.01439742248
536	0.01434700516
537	0.01427582776
538	0.01425890416
539	0.01421161139
540	0.01414425038
541	0.01407998077
542	0.01401672156
543	0.01399661617
544	0.01396192298
545	0.01392195952
546	0.01385360331
547	0.01379318237
548	0.01372730989
549	0.01365776165
550	0.013597024
551	0.0135582656
552	0.01348642324
553	0.01341617446
554	0.01333100931
555	0.01330287163
556	0.01326822822
557	0.01324312913
558	0.01320778853
559	0.0131812628
560	0.01317656625
561	0.01310387006
562	0.01309292367
563	0.01304315668
564	0.0129983677
565	0.01297221168
566	0.01296638841
567	0.01292705127
568	0.01289801603
569	0.01283951212
570	0.01281606746
571	0.01274640697
572	0.0127360984
573	0.01266018972
574	0.01258724242
575	0.01257456415
576	0.0125117166
577	0.01250921601
578	0.01244876574
579	0.01240201653
580	0.01232840132
581	0.01229428544
582	0.01222957212
583	0.01220837763
584	0.01217163809
585	0.01212296074
586	0.01212057815
587	0.01205275672
588	0.01202752725
589	0.01197838575
590	0.01192052891
591	0.01185371504
592	0.01185071824
593	0.01180421838
594	0.01174637
595	0.01167187186
596	0.01162519072
597	0.01156454452
598	0.01149186108
599	0.01144449996
600	0.01139355787
601	0.01136719591
602	0.01133452636
603	0.01130287302
604	0.01123949918
605	0.01121536543
606	0.01116076335
607	0.0111211853
608	0.01106456106
609	0.01102768203
610	0.01097787503
611	0.01094760918
612	0.01089907318
613	0.01084171779
614	0.01080365483
615	0.01077532308
616	0.0107454289
617	0.01071941799
618	0.01064255999
619	0.01059857257
620	0.01056131091
621	0.0105125376
622	0.0104873894
623	0.01048523891
624	0.01047569116
625	0.01045020435
626	0.01037816206
627	0.01035227476
628	0.0103332793
629	0.01030773354
630	0.01028520903
631	0.01025266252
632	0.01021496079
633	0.01017758716
634	0.01017567188
635	0.01013109865
636	0.01007459861
637	0.01006491284
638	0.01000883045
639	0.009988392442
640	0.009979679341
641	0.009943758535
642	0.009918396845
643	0.009848628614
644	0.009836985564
645	0.009779729401
646	0.009738205505
647	0.009736349082
648	0.009712404384
649	0.009684628928
650	0.009647882828
651	0.0096034224
652	0.009563842747
653	0.009551258849
654	0.009529375398
655	0.009483394434
656	0.009467574488
657	0.009445361605
658	0.009425059316
659	0.009393670728
660	0.009365299121
661	0.009340728738
662	0.009300775242
663	0.00925980659
664	0.009227633074
665	0.009173277738
666	0.009135693095
667	0.009091145236
668	0.009055321373
669	0.00901204223
670	0.008986905796
671	0.008976717016
672	0.00892680373
673	0.008896879454
674	0.008874902491
675	0.008848439447
676	0.008819652964
677	0.008781194618
678	0.008710755849
679	0.008668890097
680	0.008667237257
681	0.008665411871
682	0.008663376504
683	0.00865672635
684	0.008617772186
685	0.008592959666
686	0.008574917264
687	0.00855578299
688	0.008524380558
689	0.008475219749
690	0.008419673251
691	0.008397397635
692	0.008377242025
693	0.008334953274
694	0.008303353106
695	0.008281854393
696	0.008248882617
697	0.008226342639
698	0.008206739653
699	0.008204810582
700	0.00817313043
701	0.008136545124
702	0.008103448857
703	0.008050810875
704	0.008020401401
705	0.007991944535
706	0.007966157656
707	0.007953787893
708	0.00789305458
709	0.007860443822
710	0.007847682966
711	0.007830104587
712	0.007806673164
713	0.007788354419
714	0.007771150484
715	0.007756456577
716	0.007747371167
717	0.00772084807
718	0.007695987032
719	0.007671926637
720	0.007647572297
721	0.007620969805
722	0.007619538963
723	0.007567283007
724	0.007511531554
725	0.007501437618
726	0.007493453974
727	0.007485663821
728	0.00745430192
729	0.007448801087
730	0.007438959102
731	0.007408470237
732	0.0074066788
733	0.007405152625
734	0.007378554612
735	0.007377112198
736	0.007369503315
737	0.007357416366
738	0.007309212205
739	0.00727750534
740	0.007247058498
741	0.007227088127
742	0.007176432372
743	0.007146797732
744	0.007107509223
745	0.007054908212
746	0.007021453649
747	0.006996019962
748	0.006970237943
749	0.006964472282
750	0.006963205938
751	0.006943460398
752	0.006918687994
753	0.006894236947
754	0.006892631089
755	0.006868410197
756	0.006853734038
757	0.006801351297
758	0.006768978395
759	0.006764708347
760	0.006720965181
761	0.006690825077
762	0.006689618286
763	0.006653400682
764	0.006605321293
765	0.006582345601
766	0.006556035899
767	0.006529442934
768	0.006523768113
769	0.006520676705
770	0.006502850154
771	0.006472268448
772	0.006445027432
773	0.006407951118
774	0.006380265003
775	0.006358206017
776	0.006328613873
777	0.006305544873
778	0.006276691897
779	0.006235816863
780	0.006216472466
781	0.006215352433
782	0.006187895774
783	0.006161738573
784	0.006152374373
785	0.006140277052
786	0.006117610589
787	0.006093903613
788	0.006082702887
789	0.006044299183
790	0.006005681394
791	0.00599243116
792	0.005991357208
793	0.005980393195
794	0.005937428597
795	0.005911476664
796	0.005894044264
797	0.005892138065
798	0.00586603
799	0.005863070014
800	0.005824132357
801	0.005804041882
802	0.005777990856
803	0.005747969181
804	0.005730879966
805	0.005722734909
806	0.005703758269
807	0.005680613704
808	0.005679027251
809	0.005649702812
810	0.005628549847
811	0.005601960902
812	0.005600190613
813	0.005574789498
814	0.005558124346
815	0.005550193384
816	0.005549307446
817	0.005522753923
818	0.005521628336
819	0.00550283814
820	0.005477819107
821	0.005449996034
822	0.005425349589
823	0.005398883298
824	0.005367816265
825	0.005350217489
826	0.005324887763
827	0.005324094655
828	0.005302208908
829	0.005295313864
830	0.00527400689
831	0.005253551464
832	0.005232263718
833	0.005209429542
834	0.005185534444
835	0.005184747087
836	0.005157652458
837	0.005142162907
838	0.00512223333
839	0.00510542157
840	0.005089600866
841	0.005088707551
842	0.005071467443
843	0.00506472949
844	0.00504009956
845	0.005027340817
846	0.005016672869
847	0.005001429744
848	0.004987707744
849	0.004966616839
850	0.004965883232
851	0.004947832143
852	0.004947054554
853	0.004944873618
854	0.00491558174
855	0.004906679367
856	0.004905166959
857	0.004878340631
858	0.004862951992
859	0.004857444041
860	0.004844039102
861	0.004842751676
862	0.004829381006
863	0.00481824181
864	0.004805621404
865	0.004805043598
866	0.004775046822
867	0.004757094655
868	0.004755750866
869	0.0047550545
870	0.004754395472
871	0.004740231641
872	0.00472729486
873	0.004704135497
874	0.004703540233
875	0.004691501836
876	0.004690960785
877	0.004664384476
878	0.00464417843
879	0.004633285461
880	0.004632710805
881	0.004611916229
882	0.004611399704
883	0.004603299755
884	0.004600344429
885	0.004587303892
886	0.004586854116
887	0.004586336702
888	0.004564806216
889	0.004564303926
890	0.004539279967
891	0.004537639339
892	0.004518220111
893	0.004487076638
894	0.004466055997
895	0.004440106072
896	0.004426809489
897	0.004408473221
898	0.00438766584
899	0.004367210652
900	0.004348066801
901	0.004332453561
902	0.004314220369
903	0.004292292795
904	0.004284112529
905	0.004259794037
906	0.004247603601
907	0.004231611971
908	0.004222968105
909	0.004222300569
910	0.004209567549
911	0.004200488787
912	0.004190013484
913	0.004170912746
914	0.004146459909
915	0.004139129922
916	0.004119789153
917	0.004100680324
918	0.004100236349
919	0.004087367745
920	0.004076105477
921	0.004060188695
922	0.004040720649
923	0.004014704696
924	0.004014037301
925	0.004002107625
926	0.003990234175
927	0.003980883302
928	0.003960572556
929	0.003959355277
930	0.00394594689
931	0.00393480975
932	0.003924944974
933	0.003910930453
934	0.00390003182
935	0.003898316679
936	0.003876875253
937	0.003861487734
938	0.003857815119
939	0.00384857166
940	0.003831370824
941	0.0038097063
942	0.003808061525
943	0.003806529707
944	0.003791328775
945	0.003776953501
946	0.003759468446
947	0.003745258385
948	0.00374251453
949	0.003718784865
950	0.003715933199
951	0.003715489282
952	0.003696961723
953	0.003678175159
954	0.003667597114
955	0.003650934036
956	0.003650275232
957	0.003628780024
958	0.003611425244
959	0.003611074488
960	0.003590478154
961	0.003585897083
962	0.003568719058
963	0.003550882167
964	0.003548884782
965	0.003532213383
966	0.00352058136
967	0.00350585456
968	0.003482316555
969	0.003468840207
970	0.003458158038
971	0.003439277697
972	0.003422215073
973	0.003420625655
974	0.003413183041
975	0.003394594386
976	0.003377760568
977	0.003372122928
978	0.003349770824
979	0.003336719158
980	0.003315828419
981	0.003295807085
982	0.003275686388
983	0.003263631601
984	0.00326331419
985	0.003239604908
986	0.003222274433
987	0.00321833872
988	0.003217896739
989	0.00321746031
990	0.003199746855
991	0.003199219865
992	0.003198702712
993	0.003198160112
994	0.003181783694
995	0.003165517222
996	0.003151182533
997	0.00313706044
998	0.003136668163
999	0.003123254639
635202471
964	0.0001627318199
965	0.0001617464903
966	0.0001606219859
967	0.0001594520596
968	0.0001584619466
969	0.0001575945995
970	0.0001563613472
971	0.0001549739987
972	0.0001538112684
973	0.0001535441337
974	0.0001523430988
975	0.0001519544081
976	0.0001509492346
977	0.0001503483015
978	0.0001490531411
979	0.0001479159439
980	0.0001478899996
981	0.0001461896019
982	0.0001442165148
3
944	1.146792852e-13
945	1.128789107e-13
946	1.127615e-13
947	1.100743811e-13
948	1.053847493e-13
949	1.023687239e-13
950	9.967098956e-14
951	9.817217851e-14
952	9.689056549e-14
953	9.675768292e-14
954	9.520139239e-14
955	9.443219685e-14
3
955	1.228738549e-13
956	1.202587137e-13
957	1.199672397e-13
958	1.185709527e-13
959	1.181784824e-13
960	1.178762185e-13
961	1.156137416e-13
962	1.116767375e-13
963	1.081295102e-13
964	1.067850074e-13
965	1.027429684e-13
966	9.887955659e-14
967	9.479493086e-14
968	9.153847749e-14
969	9.126260617e-14
970	8.933458164e-14
971	8.409033719e-14
972	8.382142172e-14
973	8.3302567e-14
974	8.267278567e-14
975	8.125454756e-14
976	7.718272809e-14
977	7.421221566e-14
978	7.17428604e-14
-15
980	4.253279718e-15
981	4.14466741e-15
982	4.064083563e-15
983	4.005531224e-15
984	3.943506349e-15
985	3.800791408e-15
986	3.733718161e-15
987	3.667658912e-15
988	3.604379702e-15
989	3.595820251e-15
990	3.595820251e-15
991	3.595820251e-15
992	3.595820251e-15
993	3.583802675e-15
994	3.583802675e-15
995	3.583802675e-15
996	3.583802675e-15
997	3.583802675e-15
998	3.528343969e-15
999	3.528343969e-15
